Employee_ID,Name,Working_Days,Target_Sales,Actual_Sales,Customer_Satisfaction_Score,Policy_Compliance,Low_Working_Days,Target_Not_Met,Low_Customer_Satisfaction,Non_Compliance_Reason,Month
855,Zain Chaudhry,21,17452,15468,4.4,Yes,False,False,False,,December
856,Ali Iqbal,27,14190,4154,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
857,Zain Chaudhry,25,7567,11950,2.2,No,False,False,True,Low Customer Satisfaction,February
858,Usman Nadeem,25,6307,19323,3.5,No,False,False,True,Low Customer Satisfaction,September
859,Fatima Butt,16,19852,21380,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
860,Fatima Butt,29,13848,8626,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
861,Sara Sheikh,26,7660,18259,4.9,Yes,False,False,False,,June
862,Bilal Malik,23,15403,18873,3.3,No,False,False,True,Low Customer Satisfaction,April
863,Maira Khan,24,15101,17016,2.5,No,False,False,True,Low Customer Satisfaction,April
864,Sara Raza,24,8730,13369,2.6,No,False,False,True,Low Customer Satisfaction,August
865,Hassan Iqbal,26,15238,4153,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
866,Usman Iqbal,15,11207,11853,5.0,No,True,False,False,Low Working Days,July
867,Fatima Khan,27,8162,16379,2.8,No,False,False,True,Low Customer Satisfaction,February
868,Aisha Butt,20,6140,19792,3.0,No,False,False,True,Low Customer Satisfaction,October
869,Usman Raza,21,19177,9599,4.0,No,False,True,False,Target Not Met,June
870,Bilal Khan,28,13458,18785,2.9,No,False,False,True,Low Customer Satisfaction,February
871,Sara Malik,27,15037,15049,2.6,No,False,False,True,Low Customer Satisfaction,November
872,Ali Chaudhry,22,6708,4786,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
873,Usman Javed,24,8630,8368,2.9,No,False,False,True,Low Customer Satisfaction,May
874,Maira Raza,23,8211,18923,2.3,No,False,False,True,Low Customer Satisfaction,September
875,Hassan Tariq,16,15485,8272,2.1,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
876,Maira Sheikh,25,16924,9994,4.4,No,False,True,False,Target Not Met,March
877,Aisha Nadeem,24,17021,11011,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
878,Zain Chaudhry,16,11538,18086,4.3,No,True,False,False,Low Working Days,February
879,Ali Javed,19,14702,13261,4.4,No,True,False,False,Low Working Days,December
880,Bilal Iqbal,27,5475,11011,3.6,No,False,False,True,Low Customer Satisfaction,May
881,Aisha Raza,19,12684,5212,2.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
882,Aisha Tariq,20,14168,18141,2.4,No,False,False,True,Low Customer Satisfaction,November
883,Sara Butt,17,6207,13344,4.2,No,True,False,False,Low Working Days,September
884,Bilal Iqbal,22,18331,10704,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
885,Ahmed Tariq,30,6960,19896,4.0,Yes,False,False,False,,June
886,Maira Sheikh,27,5557,4143,2.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
887,Usman Iqbal,15,18305,14681,4.8,No,True,False,False,Low Working Days,November
888,Ahmed Butt,20,18893,11367,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
889,Hassan Raza,18,5882,7228,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
890,Hassan Tariq,15,15386,8582,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",December
891,Aisha Raza,29,9761,17147,2.0,No,False,False,True,Low Customer Satisfaction,November
892,Zain Raza,21,15859,15397,3.5,No,False,False,True,Low Customer Satisfaction,February
893,Usman Malik,23,10867,10031,4.3,Yes,False,False,False,,August
894,Hassan Raza,27,11963,8243,4.5,No,False,True,False,Target Not Met,January
895,Usman Khan,18,18151,17647,4.6,No,True,False,False,Low Working Days,September
896,Bilal Malik,18,17869,15496,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
897,Fatima Nadeem,20,12166,13549,3.9,No,False,False,True,Low Customer Satisfaction,April
898,Usman Tariq,26,17982,19146,2.2,No,False,False,True,Low Customer Satisfaction,December
899,Ahmed Butt,29,12929,8185,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
900,Sara Khan,17,10347,16486,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
901,Fatima Butt,27,12269,11328,3.1,No,False,False,True,Low Customer Satisfaction,August
902,Ali Nadeem,26,14802,20684,3.0,No,False,False,True,Low Customer Satisfaction,January
903,Ahmed Javed,20,16680,21107,3.3,No,False,False,True,Low Customer Satisfaction,November
904,Aisha Malik,21,13125,7010,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
905,Fatima Javed,25,18527,9555,4.7,No,False,True,False,Target Not Met,January
906,Zain Nadeem,24,7454,4067,3.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
907,Aisha Javed,24,9494,16185,4.9,Yes,False,False,False,,February
908,Usman Butt,17,6946,5537,4.3,No,True,True,False,"Low Working Days, Target Not Met",September
909,Zain Javed,21,18002,20781,3.5,No,False,False,True,Low Customer Satisfaction,May
910,Bilal Raza,28,17991,15549,3.9,No,False,False,True,Low Customer Satisfaction,January
911,Maira Javed,17,7808,9680,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
912,Zain Sheikh,27,11642,12747,4.5,Yes,False,False,False,,January
913,Ali Raza,27,8825,19116,3.7,No,False,False,True,Low Customer Satisfaction,July
914,Hassan Raza,16,8536,6941,5.0,No,True,False,False,Low Working Days,December
915,Bilal Sheikh,26,19002,14849,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
916,Maira Malik,28,11068,11067,4.5,Yes,False,False,False,,January
917,Aisha Chaudhry,24,8802,14151,4.4,Yes,False,False,False,,November
918,Bilal Khan,18,17369,21985,3.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
919,Fatima Chaudhry,26,9699,21864,2.8,No,False,False,True,Low Customer Satisfaction,February
920,Maira Tariq,22,6970,19126,3.3,No,False,False,True,Low Customer Satisfaction,January
921,Ahmed Javed,27,10806,19613,3.4,No,False,False,True,Low Customer Satisfaction,August
922,Usman Javed,29,11142,10447,2.7,No,False,False,True,Low Customer Satisfaction,April
923,Fatima Raza,23,17014,9499,4.7,No,False,True,False,Target Not Met,January
924,Usman Nadeem,21,7819,10273,3.6,No,False,False,True,Low Customer Satisfaction,June
925,Ahmed Nadeem,15,14094,5299,4.9,No,True,True,False,"Low Working Days, Target Not Met",April
926,Bilal Khan,17,5364,10701,4.4,No,True,False,False,Low Working Days,June
927,Fatima Raza,27,9258,8994,3.7,No,False,False,True,Low Customer Satisfaction,August
928,Maira Iqbal,26,8119,19627,4.8,Yes,False,False,False,,August
929,Fatima Malik,28,15750,11489,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
930,Sara Tariq,23,6863,12269,4.7,Yes,False,False,False,,May
931,Hassan Iqbal,29,5115,6831,3.1,No,False,False,True,Low Customer Satisfaction,November
932,Ali Tariq,26,12084,15602,3.1,No,False,False,True,Low Customer Satisfaction,September
933,Fatima Malik,15,13016,15819,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
934,Ali Javed,23,7384,21916,3.6,No,False,False,True,Low Customer Satisfaction,May
935,Ahmed Chaudhry,22,18168,5996,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
936,Fatima Butt,15,8935,15619,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
937,Ali Malik,20,18127,20661,2.9,No,False,False,True,Low Customer Satisfaction,November
938,Ali Iqbal,19,19482,7089,4.8,No,True,True,False,"Low Working Days, Target Not Met",July
939,Aisha Khan,20,12742,4523,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
940,Hassan Chaudhry,24,10442,16410,3.2,No,False,False,True,Low Customer Satisfaction,February
941,Bilal Javed,26,7490,19732,4.0,Yes,False,False,False,,December
942,Bilal Malik,27,11980,12167,4.3,Yes,False,False,False,,December
943,Usman Iqbal,30,18324,9190,4.9,No,False,True,False,Target Not Met,March
944,Zain Khan,27,14134,8575,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
945,Ali Malik,27,12661,11727,2.3,No,False,False,True,Low Customer Satisfaction,April
946,Ahmed Raza,29,6724,19378,3.3,No,False,False,True,Low Customer Satisfaction,March
947,Ali Malik,19,15526,5797,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
948,Usman Sheikh,30,13182,6131,4.7,No,False,True,False,Target Not Met,October
949,Fatima Khan,20,7767,18900,3.2,No,False,False,True,Low Customer Satisfaction,April
950,Sara Chaudhry,19,6137,21199,4.9,No,True,False,False,Low Working Days,December
951,Hassan Sheikh,25,15719,15332,3.5,No,False,False,True,Low Customer Satisfaction,August
952,Bilal Khan,26,9117,10666,4.9,Yes,False,False,False,,April
953,Bilal Raza,19,8420,20526,2.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
954,Ali Raza,18,10845,16479,4.7,No,True,False,False,Low Working Days,August
955,Maira Raza,17,9778,5410,4.8,No,True,True,False,"Low Working Days, Target Not Met",September
956,Ahmed Malik,17,8906,16665,4.9,No,True,False,False,Low Working Days,August
957,Bilal Nadeem,18,8637,4534,2.0,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",July
958,Sara Tariq,23,7953,7364,2.5,No,False,False,True,Low Customer Satisfaction,August
959,Bilal Chaudhry,16,10929,21416,4.0,No,True,False,False,Low Working Days,January
960,Ahmed Chaudhry,29,15559,7342,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
961,Fatima Nadeem,23,17413,17465,2.2,No,False,False,True,Low Customer Satisfaction,February
962,Bilal Iqbal,15,5276,8500,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
963,Bilal Iqbal,28,6999,5172,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
964,Sara Iqbal,29,6227,12007,3.6,No,False,False,True,Low Customer Satisfaction,June
965,Ali Raza,29,11337,5641,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
966,Usman Tariq,15,16944,20855,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
967,Fatima Raza,19,8735,12738,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
968,Fatima Javed,20,5695,8726,3.8,No,False,False,True,Low Customer Satisfaction,October
969,Bilal Iqbal,20,14501,15789,2.4,No,False,False,True,Low Customer Satisfaction,October
970,Fatima Iqbal,17,9152,15017,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
971,Fatima Tariq,30,12901,4363,4.7,No,False,True,False,Target Not Met,February
972,Aisha Tariq,21,12470,14358,5.0,Yes,False,False,False,,December
973,Ahmed Iqbal,23,16426,7309,5.0,No,False,True,False,Target Not Met,April
974,Hassan Khan,25,17306,20929,4.6,Yes,False,False,False,,July
975,Usman Nadeem,26,12537,7240,3.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
976,Bilal Butt,24,15503,10665,4.1,No,False,True,False,Target Not Met,April
977,Ahmed Khan,30,7841,16921,3.2,No,False,False,True,Low Customer Satisfaction,November
978,Ahmed Raza,30,9208,5936,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
979,Usman Khan,22,16751,17968,2.9,No,False,False,True,Low Customer Satisfaction,January
980,Zain Chaudhry,20,16590,15197,3.8,No,False,False,True,Low Customer Satisfaction,April
981,Maira Iqbal,26,13733,15998,3.6,No,False,False,True,Low Customer Satisfaction,October
982,Maira Khan,22,15886,4882,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
983,Fatima Malik,26,17866,10923,4.4,No,False,True,False,Target Not Met,December
984,Usman Chaudhry,19,6088,17708,2.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
985,Maira Sheikh,22,8363,9204,2.9,No,False,False,True,Low Customer Satisfaction,January
986,Ali Khan,24,5024,11288,2.0,No,False,False,True,Low Customer Satisfaction,May
987,Maira Nadeem,26,14764,7203,3.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
988,Sara Malik,18,11144,6244,2.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",August
989,Maira Tariq,24,16150,4018,4.7,No,False,True,False,Target Not Met,October
990,Bilal Butt,22,10668,21025,3.2,No,False,False,True,Low Customer Satisfaction,June
991,Usman Javed,24,9236,7083,3.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
992,Usman Raza,26,14959,12521,3.0,No,False,False,True,Low Customer Satisfaction,August
993,Fatima Javed,16,17935,21249,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
994,Fatima Butt,26,13068,4773,4.4,No,False,True,False,Target Not Met,November
995,Bilal Butt,26,7235,8732,3.9,No,False,False,True,Low Customer Satisfaction,June
996,Maira Raza,19,12295,10795,4.2,No,True,False,False,Low Working Days,August
997,Hassan Iqbal,23,13392,10984,4.7,Yes,False,False,False,,August
998,Fatima Sheikh,18,16390,6567,4.6,No,True,True,False,"Low Working Days, Target Not Met",August
999,Usman Khan,30,13448,20121,4.0,Yes,False,False,False,,October
1000,Ahmed Javed,25,8747,5674,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
1001,Fatima Raza,20,17834,14875,3.9,No,False,False,True,Low Customer Satisfaction,May
1002,Bilal Khan,29,15433,15572,3.5,No,False,False,True,Low Customer Satisfaction,September
1003,Ahmed Chaudhry,15,8175,4739,4.2,No,True,True,False,"Low Working Days, Target Not Met",December
1004,Hassan Butt,23,16798,5545,4.5,No,False,True,False,Target Not Met,January
1005,Fatima Sheikh,15,16528,13327,4.2,No,True,False,False,Low Working Days,September
1006,Aisha Raza,19,9897,9127,4.5,No,True,False,False,Low Working Days,May
1007,Aisha Tariq,18,10037,13065,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",March
1008,Sara Javed,27,12427,14492,2.1,No,False,False,True,Low Customer Satisfaction,January
1009,Hassan Raza,26,13605,17749,2.8,No,False,False,True,Low Customer Satisfaction,August
1010,Hassan Sheikh,30,7014,13045,4.7,Yes,False,False,False,,February
1011,Zain Tariq,27,6381,13521,4.5,Yes,False,False,False,,July
1012,Zain Malik,27,6098,12669,4.0,Yes,False,False,False,,November
1013,Hassan Iqbal,28,8426,15283,4.1,Yes,False,False,False,,October
1014,Bilal Sheikh,17,8655,10998,4.2,No,True,False,False,Low Working Days,May
1015,Fatima Javed,27,12938,17440,4.8,Yes,False,False,False,,June
1016,Aisha Khan,20,14101,16697,4.5,Yes,False,False,False,,December
1017,Usman Sheikh,16,5187,17733,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
1018,Bilal Iqbal,17,17236,5269,4.0,No,True,True,False,"Low Working Days, Target Not Met",February
1019,Bilal Sheikh,30,16948,11868,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
1020,Usman Chaudhry,19,15207,16373,4.0,No,True,False,False,Low Working Days,March
1021,Fatima Butt,29,10409,9961,3.3,No,False,False,True,Low Customer Satisfaction,June
1022,Bilal Malik,23,7092,19734,2.5,No,False,False,True,Low Customer Satisfaction,September
1023,Fatima Chaudhry,16,16836,13661,4.4,No,True,False,False,Low Working Days,December
1024,Zain Raza,24,7130,12569,3.5,No,False,False,True,Low Customer Satisfaction,June
1025,Hassan Javed,22,10242,11557,4.9,Yes,False,False,False,,August
1026,Bilal Nadeem,28,13549,12433,2.8,No,False,False,True,Low Customer Satisfaction,November
1027,Hassan Nadeem,16,10647,19653,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
1028,Ali Butt,25,10185,13111,3.3,No,False,False,True,Low Customer Satisfaction,December
1029,Aisha Raza,27,10776,9682,2.4,No,False,False,True,Low Customer Satisfaction,September
1030,Maira Tariq,19,15614,19479,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1031,Bilal Javed,21,17449,19047,2.9,No,False,False,True,Low Customer Satisfaction,November
1032,Ahmed Iqbal,22,12913,12084,2.5,No,False,False,True,Low Customer Satisfaction,August
1033,Fatima Raza,15,12547,20453,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1034,Sara Chaudhry,20,12823,10200,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
1035,Fatima Chaudhry,15,12355,14278,4.2,No,True,False,False,Low Working Days,May
1036,Ahmed Khan,16,11465,6007,2.1,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
1037,Ahmed Javed,30,17737,19802,3.9,No,False,False,True,Low Customer Satisfaction,February
1038,Ali Iqbal,29,6497,17329,4.3,Yes,False,False,False,,June
1039,Fatima Malik,15,18324,6779,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
1040,Aisha Javed,25,19519,4755,4.8,No,False,True,False,Target Not Met,September
1041,Usman Iqbal,19,15350,10495,4.1,No,True,True,False,"Low Working Days, Target Not Met",May
1042,Hassan Tariq,24,19238,14187,4.2,No,False,True,False,Target Not Met,March
1043,Usman Khan,29,7555,13513,2.6,No,False,False,True,Low Customer Satisfaction,September
1044,Bilal Javed,23,10409,21400,4.3,Yes,False,False,False,,June
1045,Hassan Raza,20,15534,11347,4.5,No,False,True,False,Target Not Met,August
1046,Fatima Javed,25,7951,18249,3.1,No,False,False,True,Low Customer Satisfaction,November
1047,Usman Iqbal,25,6238,18879,2.6,No,False,False,True,Low Customer Satisfaction,December
1048,Aisha Butt,15,14165,18057,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
1049,Fatima Raza,27,9727,16057,4.2,Yes,False,False,False,,September
1050,Maira Tariq,15,8965,8938,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
1051,Aisha Iqbal,16,10686,4737,4.2,No,True,True,False,"Low Working Days, Target Not Met",November
1052,Bilal Khan,23,14242,10200,2.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
1053,Aisha Butt,17,8701,12371,4.4,No,True,False,False,Low Working Days,February
1054,Zain Javed,29,7780,20615,2.8,No,False,False,True,Low Customer Satisfaction,June
1055,Ahmed Sheikh,15,12398,12534,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
1056,Zain Iqbal,19,6588,6623,3.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1057,Zain Butt,30,17070,12646,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
1058,Maira Tariq,21,7368,17543,2.1,No,False,False,True,Low Customer Satisfaction,September
1059,Usman Chaudhry,20,10789,16817,2.8,No,False,False,True,Low Customer Satisfaction,August
1060,Bilal Nadeem,26,5436,8497,3.6,No,False,False,True,Low Customer Satisfaction,May
1061,Zain Raza,15,7828,11933,4.7,No,True,False,False,Low Working Days,December
1062,Ahmed Nadeem,19,6556,10727,4.5,No,True,False,False,Low Working Days,December
1063,Zain Nadeem,29,12570,16156,3.5,No,False,False,True,Low Customer Satisfaction,June
1064,Maira Butt,19,18364,21949,2.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
1065,Sara Javed,20,17050,20692,3.6,No,False,False,True,Low Customer Satisfaction,July
1066,Sara Sheikh,17,12480,12627,4.1,No,True,False,False,Low Working Days,May
1067,Bilal Tariq,19,14496,12368,3.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
1068,Hassan Nadeem,21,19366,20522,2.3,No,False,False,True,Low Customer Satisfaction,October
1069,Usman Malik,19,15576,20577,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
1070,Aisha Butt,19,5182,19577,4.3,No,True,False,False,Low Working Days,August
1071,Usman Khan,19,12190,17472,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
1072,Ahmed Tariq,24,11687,4942,4.4,No,False,True,False,Target Not Met,October
1073,Hassan Iqbal,24,10565,8620,3.0,No,False,False,True,Low Customer Satisfaction,January
1074,Aisha Malik,17,12241,20195,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
1075,Usman Khan,15,12651,15154,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1076,Bilal Iqbal,19,10575,10353,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
1077,Maira Javed,28,6589,13145,2.0,No,False,False,True,Low Customer Satisfaction,April
1078,Maira Malik,23,14779,13494,2.4,No,False,False,True,Low Customer Satisfaction,September
1079,Sara Nadeem,28,13851,17562,2.6,No,False,False,True,Low Customer Satisfaction,October
1080,Zain Nadeem,15,5159,6880,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
1081,Usman Javed,17,17145,4545,3.0,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",July
1082,Bilal Raza,27,11555,18132,4.9,Yes,False,False,False,,April
1083,Usman Khan,27,14203,17304,3.5,No,False,False,True,Low Customer Satisfaction,April
1084,Ali Malik,18,13244,5927,3.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
1085,Fatima Nadeem,28,19743,20388,3.1,No,False,False,True,Low Customer Satisfaction,February
1086,Zain Iqbal,15,18333,15673,3.0,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
1087,Ali Raza,15,18341,19372,2.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",March
1088,Fatima Raza,22,11846,6663,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
1089,Maira Sheikh,30,7307,19033,3.5,No,False,False,True,Low Customer Satisfaction,March
1090,Fatima Tariq,16,6228,13465,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
1091,Aisha Sheikh,26,12226,7326,4.3,No,False,True,False,Target Not Met,November
1092,Maira Raza,29,10590,7659,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
1093,Bilal Khan,22,11919,21515,3.0,No,False,False,True,Low Customer Satisfaction,March
1094,Zain Javed,21,10585,8763,2.4,No,False,False,True,Low Customer Satisfaction,October
1095,Usman Iqbal,24,14227,14828,3.7,No,False,False,True,Low Customer Satisfaction,June
1096,Aisha Sheikh,24,16894,18820,4.3,Yes,False,False,False,,October
1097,Bilal Nadeem,16,11046,15221,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
1098,Ali Javed,20,17237,15211,2.7,No,False,False,True,Low Customer Satisfaction,August
1099,Bilal Javed,20,9945,17569,3.6,No,False,False,True,Low Customer Satisfaction,July
1100,Hassan Iqbal,17,12927,9092,2.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",March
1101,Hassan Khan,25,17641,10022,4.0,No,False,True,False,Target Not Met,January
1102,Ali Nadeem,16,18386,16569,3.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1103,Fatima Sheikh,26,12016,17515,2.3,No,False,False,True,Low Customer Satisfaction,April
1104,Usman Butt,15,19027,10159,2.1,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
1105,Maira Butt,20,12758,17223,3.9,No,False,False,True,Low Customer Satisfaction,May
1106,Fatima Nadeem,26,18752,12445,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
1107,Sara Javed,19,10086,15022,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
1108,Aisha Sheikh,28,14456,7044,4.3,No,False,True,False,Target Not Met,December
1109,Aisha Tariq,28,12161,13612,2.9,No,False,False,True,Low Customer Satisfaction,October
1110,Usman Nadeem,25,6884,9636,3.4,No,False,False,True,Low Customer Satisfaction,November
1111,Maira Tariq,23,6809,15593,2.7,No,False,False,True,Low Customer Satisfaction,January
1112,Ali Iqbal,15,8167,20179,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
1113,Fatima Chaudhry,30,16989,6892,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
1114,Aisha Nadeem,29,15533,9812,4.9,No,False,True,False,Target Not Met,April
1115,Ahmed Khan,29,11352,4654,4.1,No,False,True,False,Target Not Met,September
1116,Bilal Sheikh,21,16606,21143,2.4,No,False,False,True,Low Customer Satisfaction,June
1117,Fatima Chaudhry,29,18399,5798,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
1118,Usman Khan,19,14009,9159,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",May
1119,Ali Malik,19,19087,15618,3.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
1120,Fatima Javed,28,11056,12446,4.5,Yes,False,False,False,,July
1121,Usman Nadeem,16,7437,7823,3.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
1122,Zain Raza,25,11468,20099,2.2,No,False,False,True,Low Customer Satisfaction,May
1123,Usman Butt,17,14080,11787,4.0,No,True,False,False,Low Working Days,August
1124,Maira Khan,21,10951,15196,2.0,No,False,False,True,Low Customer Satisfaction,January
1125,Maira Iqbal,20,10276,10380,4.3,Yes,False,False,False,,April
1126,Fatima Raza,30,13859,21392,4.0,Yes,False,False,False,,May
1127,Ali Javed,26,12818,13702,2.9,No,False,False,True,Low Customer Satisfaction,July
1128,Hassan Raza,16,9728,6682,2.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
1129,Ahmed Tariq,20,7624,4989,4.4,No,False,True,False,Target Not Met,October
1130,Bilal Javed,16,10738,16476,4.4,No,True,False,False,Low Working Days,June
1131,Bilal Nadeem,16,9232,12446,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
1132,Fatima Nadeem,16,19234,8711,2.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
1133,Fatima Sheikh,28,10793,10479,3.7,No,False,False,True,Low Customer Satisfaction,August
1134,Aisha Butt,29,9523,17161,2.0,No,False,False,True,Low Customer Satisfaction,December
1135,Ahmed Butt,25,10571,18635,2.2,No,False,False,True,Low Customer Satisfaction,February
1136,Aisha Tariq,17,19947,12075,2.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
1137,Hassan Malik,29,14010,5007,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
1138,Ahmed Malik,16,15380,11688,3.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
1139,Bilal Javed,18,14298,14763,5.0,No,True,False,False,Low Working Days,September
1140,Usman Khan,23,7224,7908,4.0,Yes,False,False,False,,March
1141,Ahmed Khan,20,13389,15957,2.2,No,False,False,True,Low Customer Satisfaction,July
1142,Zain Iqbal,15,15863,8379,3.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
1143,Ahmed Malik,22,11091,20482,3.5,No,False,False,True,Low Customer Satisfaction,January
1144,Ahmed Tariq,29,16684,4877,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
1145,Zain Khan,26,15640,19585,4.8,Yes,False,False,False,,August
1146,Fatima Chaudhry,28,13662,21772,3.3,No,False,False,True,Low Customer Satisfaction,October
1147,Zain Malik,21,11361,6637,5.0,No,False,True,False,Target Not Met,July
1148,Fatima Khan,24,6948,11242,3.3,No,False,False,True,Low Customer Satisfaction,September
1149,Fatima Khan,17,18216,13257,3.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",August
1150,Ahmed Malik,15,17091,12613,2.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
1151,Bilal Sheikh,19,15202,6883,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",May
1152,Hassan Iqbal,27,16992,5204,2.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
1153,Usman Nadeem,18,19967,20928,4.5,No,True,False,False,Low Working Days,July
